symbol,amcEquivalentEarnReportedDate,earnReportedDate,earnReportedTime,fiscalDateEnding_ea,weekday,month,netProfitMargin,netProfitMargin_ttm_y,epsEst,epsAct,epsSurpriseAbs,epsSurprise_pct,standEpsSurpriseScore,epsSurpriseChange_QoQ,epsAct_YoY,revenueEst,revenueAct,revSurpriseAbs,revSurprise_pct,standRevSurpriseScore,revSurpriseChange_QoQ,revenueAct_YoY,returnPre_5d,returnPre_15d,returnPre_10d,closeCV_5d,closeCV_15d,closeCV_10d,BOP_SMA_5d,BOP_SMA_15d,BOP_SMA_10d,returnPost_1d,returnPost_2d,returnPost_3d,returnPost_4d,returnPost_5d
AAPL,2005-04-13,2005-04-13,amc,2005-03-26,Wednesday,April,0.08942337341967314,0.06776606289988285,0.00865,0.01209,0.0034400000000000003,0.3976878612716764,2.417654232279976,-0.04052724170315203,4.571428571428571,2675474997.0,3243000000.0,567525003.0,0.21212121348035906,,5.17176829140098e-10,0.6987951807228916,-0.030475117235924554,-0.04179325649447552,-0.04112155431906317,0.026566694691130106,0.020112220119681,0.023834001137591633,-0.1359203697424533,-0.1840550737923015,-0.17001709968593692,-0.09210536476055275,-0.13864514806362305,-0.13206569014184566,-0.09624724283407127,-0.1347466997983452
AAPL,2005-07-13,2005-07-13,amc,2005-06-25,Wednesday,July,0.090625,0.08013964928985162,0.01122,0.01324,0.0020199999999999992,0.18003565062388582,1.2769839592843508,-0.21765221064779056,3.7797833935018055,2816000000.0,3520000000.0,704000000.0,0.25,,0.03787878651964094,0.7477656405163853,0.025675566437758368,0.012942390422273187,0.02787443868106565,0.007473039394377733,0.020068846645783636,0.020171106952972702,0.2266710920376243,0.013073258968338056,0.06816500392913151,0.06258115596147373,0.08344250534928244,0.08187772080025169,0.12620608694888702,0.13767883233543765
AAPL,2005-10-11,2005-10-11,amc,2005-09-24,Tuesday,October,0.11691136487221315,0.095757662766492,0.01733,0.0177,0.0003699999999999988,0.021350259665320184,0.2552094096283753,-0.15868539095856565,2.7982832618025753,5792850000.0,3678000000.0,-2114850000.0,-0.36507936507936506,-2.9082259239654866,-0.6150793650793651,0.5651063829787235,-0.040186209072938794,-0.030081101670180965,-0.03461831686195738,0.016777551943291696,0.022656316201846226,0.025261747643534723,-0.4894871301365435,-0.20310616720514998,-0.2266510887906815,-0.045357357907065965,0.04167495293527401,0.046714053629293595,0.03585972001191062,0.01201784090579272
AAPL,2006-01-18,2006-01-18,amc,2005-12-31,Wednesday,January,0.09827796138458862,0.0990735021618283,0.01868,0.02,0.0013200000000000017,0.07066381156316927,0.9260365100173861,0.049313551897849084,0.5910898965791569,5792850000.0,5749000000.0,-2114850000.0,-0.36507936507936506,-2.9082259239654866,-0.6150793650793651,0.6472779369627508,0.02015826127562348,0.12460800301392405,0.10354503881422006,0.013560444438975444,0.06494734451937324,0.05548667034067612,-0.09090476100105607,-0.01083452847172518,-0.017058321529201996,-0.04182336044428614,-0.07758498152329207,-0.05843165231595615,-0.07819149160951167,-0.10049694449534707
AAPL,2006-04-19,2006-04-19,amc,2006-04-01,Wednesday,April,0.09405827024546914,0.09961862937709465,0.01848,0.02,0.0015200000000000005,0.08225108225108228,1.137966811621375,0.011587270687913015,0.6542597187758479,3736285714.0,4359000000.0,622714286.0,0.16666666675588182,0.5035508409792205,-0.6150793650793651,0.3441258094357076,-0.03441663639915549,0.11820794213596297,0.07323802378777566,0.011514431268956387,0.04546808701851517,0.02918438633381586,-0.2720961755970819,-0.1689702952929239,-0.12975681994073315,0.030160073334160487,0.02117323554158035,0.001523390227808008,0.007921061993721779,0.03808131634624812
AAPL,2006-07-19,2006-07-19,amc,2006-07-01,Wednesday,July,0.1080091533180778,0.10338180215906588,0.01628,0.02,0.003720000000000001,0.2285012285012286,2.953952577850396,0.14625014625014632,0.5105740181268883,3736285714.0,4370000000.0,622714286.0,0.16666666675588182,0.5035508409792205,-0.6150793650793651,0.2414772727272727,0.021525490476203002,-0.05798346813748989,-0.050877070083879206,0.023617057869752437,0.04306566461631321,0.032289905692735744,0.027665538510831554,-0.08786118338086221,-0.15761403155522594,0.11829916963872789,0.1223657461550649,0.1353048665655039,0.14473184377340353,0.18059149511597838
AAPL,2006-10-18,2006-10-18,amc,2006-09-30,Wednesday,October,0.112052925366963,0.1029769609112089,0.01632,0.02,0.0036799999999999992,0.22549019607843132,2.695895392589975,-0.0030110324227972662,0.12994350282485878,7307325000.0,4837000000.0,-2470325000.0,-0.3380614657210402,-2.1346045275847536,-0.6150793650793651,0.3151169113648722,0.017752697519207272,-0.024603918336910113,-0.01127594212385119,0.006343341777367654,0.013866790998988075,0.00893618664741067,0.01378786362398785,-0.00017830409951767509,-0.0034777238587927473,0.0598410363348405,0.07272187460237034,0.09298218927053203,0.08748104000432866,0.09593436251203458
AAPL,2007-01-17,2007-01-17,amc,2006-12-30,Wednesday,January,0.14111033028812367,0.11740244669019874,0.02752,0.04,0.012480000000000002,0.45348837209302334,8.8002923112986,0.22799817601459202,1.0,4897062500.0,7115000000.0,2217937500.0,0.4529118221382717,1.5933148812583344,0.7909732878593119,0.23760654026787265,0.025710570851339654,0.14535603590902557,0.11916556778834897,0.011890871048726307,0.07131559970795118,0.06042774191125949,0.060067930357595965,0.07355308898198229,0.05137607770431133,-0.06192745463421889,-0.0679306675509016,-0.08594013942219403,-0.09741981246332321,-0.08688742667868976
AAPL,2007-04-25,2007-04-25,amc,2007-03-31,Wednesday,April,0.14627659574468085,0.12915778745483183,0.02207,0.03,0.00793,0.35931128228364295,2.409691861691445,-0.09417708980938039,0.5,3948000000.0,5264000000.0,1316000000.0,0.3333333333333333,0.827812637039007,-0.11957848880493838,0.2076164257857307,0.054757139493055496,0.008995176706001695,0.02980918922147313,0.022156802897529825,0.019310852229695582,0.019013088116919513,0.3097290463112932,0.026575672850585465,0.13958057777207156,0.036601756740745284,0.047928408917743415,0.04667051979511494,0.04320910206874107,0.05285784864151455
AAPL,2007-07-25,2007-07-25,amc,2007-06-30,Wednesday,July,0.15120147874306838,0.13851321488552992,0.02361,0.03,0.00639,0.27064803049555275,1.8241859152285436,-0.0886632517880902,0.5,4161538461.0,5410000000.0,1248461539.0,0.30000000016820705,0.8009519240409547,-0.03333333316512627,0.2379862700228832,-0.006226317474047449,0.07934294441492162,0.0367853344345177,0.027987299049844552,0.030475734314232762,0.02304383604245815,-0.05491468731906235,0.10885077909538837,0.07995300900029108,0.06367479217546324,0.048010896502618916,0.03038026937883287,-0.04006991668548321,-0.01646515663433923
AAPL,2007-10-22,2007-10-22,amc,2007-09-29,Monday,October,0.14540775293549943,0.1456302591018912,0.03393,0.04,0.006069999999999999,0.1788977306218685,1.7638719338757094,-0.09175029987368424,1.0,5662285714.0,6217000000.0,554714286.0,0.09796649516086217,0.36588693623115226,-0.20203350500734488,0.2853008062848874,0.04419671617172827,0.11526192275162672,0.03841295769677022,0.01185704341110151,0.034698660919613315,0.021963991947894095,0.2884724506578539,0.19156050429741103,0.08009212929955149,0.06767645052869398,0.0663572944577906,0.048291235781881214,0.05930259028417373,0.06153968486928174
AAPL,2008-01-22,2008-01-22,amc,2007-12-29,Tuesday,January,0.1645503746877602,0.15370391335522096,0.06,0.06,0.0,0.0,0.0,-0.1788977306218685,0.5,9595600000.0,9608000000.0,12400000.0,0.0012922589520196757,0.0084004176993837,-0.0966742362088425,0.3503865073787773,-0.12943291372997345,-0.22113815374958712,-0.12384578833997695,0.030189946361971403,0.07532401863481678,0.052024497930301075,-0.13087886986003855,-0.2007403183562138,-0.07400859915064416,-0.10646347071454099,-0.12875844827184246,-0.16467491046895966,-0.16467491046895966,-0.15484418488805018
AAPL,2008-04-23,2008-04-23,amc,2008-03-29,Wednesday,April,0.13911075612353568,0.15125056527637668,0.037,0.04,0.0030000000000000027,0.08108108108108115,0.828571896006129,0.08108108108108115,0.3333333333333335,7041176470.0,7512000000.0,470823530.0,0.06686716800892792,0.31911470845427065,0.06557490905690824,0.4270516717325228,0.05979161741909067,0.10441373323793379,0.07560770305639397,0.03055447283679951,0.03827338682135153,0.04547189214392961,0.09266986813651373,0.06894135308030246,0.08926080762204673,0.037141665384256894,0.041991508664388055,0.057400755593851605,0.07465171146734972,0.0678986813974849
AAPL,2008-07-21,2008-07-21,amc,2008-06-28,Monday,July,0.14362272240085744,0.1494107334177462,0.03624,0.04,0.0037599999999999995,0.10375275938189843,1.0358252973638966,0.022671678300817275,0.3333333333333335,6671470588.0,7464000000.0,792529412.0,0.11879381038200569,0.5378462465319029,0.05192664237307777,0.37966728280961193,-0.043651112594655705,-0.022341093093648068,-0.05063931007250899,0.019806197697818557,0.02353203204292537,0.02541443575736871,-0.24836618550419773,-0.16009431145001507,-0.25727551846099117,-0.025678001559453323,-0.0001802814238763828,-0.043658500864674266,-0.0250768411454807,-0.07150149937544681
AAPL,2008-10-21,2008-10-21,amc,2008-09-27,Tuesday,October,0.14388853704876503,0.14883463160811602,0.04413,0.05,0.00587,0.13301608882846136,1.6414012707383945,0.02926332944656293,0.25,10240000000.0,7895000000.0,-2345000000.0,-0.22900390625,-1.5879186926876796,-0.3477977166320057,0.26990509892230974,-0.12096462285784093,-0.1950554144086315,0.026132651094564308,0.03856156585782206,0.06717114375634263,0.06815634687440775,-0.32424018490305917,-0.2490898557032071,-0.1336099074099503,0.058804172904386,0.07366905368398968,0.053448451440696765,0.00655817826495686,0.09203184891198712
AAPL,2009-01-21,2009-01-21,amc,2008-12-27,Wednesday,January,0.1578636766007672,0.14704279920092014,0.05,0.06,0.009999999999999995,0.1999999999999999,2.949677510280915,0.06698391117153854,0.0,9504000000.0,10167000000.0,663000000.0,0.06976010101010101,0.43642209023959755,0.298764007260101,0.058180682764362945,-0.05563790352840137,-0.04364339150842256,-0.10954609177643737,0.03174230043323599,0.053263211803569806,0.05352200190225765,-0.03644768044407298,-0.08512724753785854,-0.13008262374765658,0.06676305487623835,0.06676305487623835,0.08221689183605374,0.0953757380240392,0.13726902793549156
AAPL,2009-04-22,2009-04-22,amc,2009-03-28,Wednesday,April,0.14761729756217076,0.14895069607290212,0.04097,0.05,0.009030000000000003,0.22040517451794003,2.551566057282895,0.020405174517940133,0.25,7649684210.0,8163000000.0,513315790.0,0.06710287325703868,0.35479604798291553,-0.002657227753062333,0.08666134185303509,0.0328968378558101,0.1559166499666238,0.05660867920797741,0.008710138668966442,0.032962550178611584,0.017901125075685725,0.259610741057242,0.28316464379399353,0.21157664821502387,0.03201380069553772,0.019669172948018288,0.02650047290254709,0.019669172948018288,0.02987429646536488
AAPL,2009-07-21,2009-07-21,amc,2009-06-27,Tuesday,July,0.1474151373395706,0.14973091834963254,0.04347,0.05,0.006530000000000001,0.15021854152288938,1.8874230445450095,-0.07018663299505065,0.25,8709368421.0,8337000000.0,-372368421.0,-0.042754928141763585,-0.25776999173386345,-0.10985780139880226,0.11696141479099675,0.06494702676165653,0.06719724120289117,0.11898083697904127,0.018131085600347804,0.040372646888344674,0.04317162465137386,0.32441645063566166,0.08767642403778157,0.2825138547479177,0.0345193080388424,0.041647580549688534,0.05597001189300399,0.0566961209898762,0.05603600279609
AAPL,2009-10-19,2009-10-19,amc,2009-09-26,Monday,October,0.16869300911854104,0.15611571831294305,0.05,0.11,0.06,1.2,17.719292286638968,1.0497814584771106,1.1999999999999997,9390000000.0,9870000000.0,480000000.0,0.051118210862619806,0.3453759851187273,0.09387313900438339,0.25015832805573157,-0.0049789988191506485,0.0199299749584676,0.020642543139917757,0.006333985876705464,0.01602754158604829,0.004718427498232733,-0.053881446506795674,0.012926744385238227,0.09564879579274839,0.046876864741781654,0.07932201556606122,0.08079661685453665,0.07416011821513568,0.06647022563928462
AAPL,2010-01-25,2010-01-25,amc,2009-12-26,Monday,January,0.21539246317668814,0.177799443559318,0.07,0.13,0.06,0.857142857142857,3.7970155623455724,-0.34285714285714297,1.166666666666667,15526169997.0,15683000000.0,156830003.0,0.010101010296183993,0.14225251040340364,-0.04101720056643581,0.5425395888659388,-0.01388882476866704,-0.03634991046551539,-0.042032593681813224,0.033192973706847546,0.021667685880805577,0.02326794427971321,-0.21762242236301071,-0.23084655551281233,-0.30559241112777125,0.014133442676547148,0.023686798796652475,-0.018613809470490406,-0.0542173539696541,-0.04106932669263175
AAPL,2010-04-20,2010-04-20,amc,2010-03-27,Tuesday,April,0.22772057189421438,0.1972187638481504,0.09,0.12,0.03,0.3333333333333333,1.4121083562890746,-0.5238095238095237,1.4,9843020833.0,13499000000.0,3655979167.0,0.3714285714750148,3.828975964729337,0.3613275611788308,0.6536812446404507,0.00890975952623152,0.05249807228516423,0.0210819526279844,0.006727607221859834,0.01816235112126721,0.01270744046281109,0.06573961640342534,0.12149176527552888,0.11712154441546592,0.05981414048965017,0.08945579709830409,0.10728197973566567,0.10184375344764018,0.07134353522800785
AAPL,2010-07-20,2010-07-20,amc,2010-06-26,Tuesday,July,0.20719745222929936,0.2076636469900643,0.11,0.13,0.020000000000000004,0.18181818181818185,0.9284386653640913,-0.15151515151515146,1.6,13816000000.0,15700000000.0,1884000000.0,0.13636363636363635,1.4026525064409376,-0.23506493511137844,0.8831714045819838,0.00035692443150869835,-0.06116276743174931,0.013111507014575974,0.011333727756467677,0.017577677811710064,0.01787889550186655,0.1209556220733649,-0.12324259997658528,0.09087820162512114,0.009329249793247119,0.028305859895121133,0.03195843792073605,0.029338193624189657,0.04839431562866214
AAPL,2010-10-18,2010-10-18,amc,2010-09-25,Monday,October,0.2117681757852824,0.21484093522422384,0.15,0.17,0.020000000000000018,0.13333333333333347,0.9387396638183343,-0.04848484848484838,0.5454545454545456,17877181818.0,20343000000.0,2465818182.0,0.13793103449433183,1.7768321878253308,0.0015673981306954798,1.061094224924012,0.07665178896662561,0.09218352592473922,0.14125709715640622,0.029213741668731523,0.03829841457658753,0.03438852298420805,0.26838979291000015,0.03403544103864917,0.26376367876748263,-0.026761042566218696,-0.02349056626336976,-0.026666270704313377,-0.033113049377834214,-0.02880506534176064
AAPL,2011-01-18,2011-01-18,amc,2010-12-25,Tuesday,January,0.22452413896264165,0.21812199310462357,0.19,0.23,0.04000000000000001,0.21052631578947373,1.906422388140337,0.07719298245614026,0.7692307692307692,22381054347.0,26741000000.0,4359945653.0,0.19480519484929518,2.9158775421924794,0.05687416035496334,0.7050946885162277,-0.005255803408244386,0.04918677777456759,0.033619356977104164,0.009154574751324676,0.025623793354889936,0.01695500146935417,0.2624100057712282,0.09756800792152913,0.2621846220038879,-0.005313528114012422,-0.0233961944693426,-0.04089222097511902,-0.009393679899863727,0.002201992584671464
AAPL,2011-04-20,2011-04-20,amc,2011-03-26,Wednesday,April,0.24271293631167146,0.2235766314850602,0.19,0.23,0.04000000000000001,0.21052631578947373,1.9172616323373939,0.0,0.9166666666666667,20872076923.0,24667000000.0,3794923077.0,0.18181818182253737,2.0989762878915843,-0.01298701302675781,0.8273205422623897,0.018682860414904523,-0.017841469196725246,0.012927352079943777,0.01735465349830403,0.016739047971210886,0.012942376468978093,-0.09622638207394554,-0.12558033197948118,-0.09988195048619261,0.024210980008960714,0.03095727666294823,0.023393387309506464,0.022604577871262244,0.012675185709879022
AAPL,2011-07-19,2011-07-19,amc,2011-06-25,Tuesday,July,0.25578383675755134,0.2353122944119934,0.21,0.28,0.07000000000000003,0.33333333333333354,3.4189703314153066,0.12280701754385981,1.1538461538461542,21363900900.0,28571000000.0,7207099100.0,0.33734939764675653,3.6810752352846503,0.15553121582421917,0.8198089171974523,0.06530042382105461,0.1349535674128859,0.07847048718381933,0.024065061271392255,0.0364906308349589,0.02359721855724442,0.12406441353873683,0.27625462638918674,0.2137318136372373,0.026668351881204755,0.02770361516360076,0.04365134525782399,0.05745009044573335,0.0704792206908691
AAPL,2011-10-18,2011-10-18,amc,2011-09-24,Tuesday,October,0.23427661832331093,0.2394664153941376,0.26,0.25,-0.010000000000000009,-0.03846153846153849,-0.43692967192397797,-0.37179487179487203,0.47058823529411753,29669504950.0,28270000000.0,-1399504950.0,-0.0471698113048563,-0.5436584137086955,-0.38451920895161285,0.3896672073932066,0.05483520762954375,0.05755601595133264,0.13352995764308084,0.02200647826584471,0.046677843282715,0.049186366533901495,0.1425904882314037,-0.006529993158100698,0.24879260731108516,-0.055939750644703246,-0.06377878648690027,-0.06955754895691668,-0.0390061963560383,-0.05795259067124192
AAPL,2012-01-24,2012-01-24,amc,2011-12-31,Tuesday,January,0.28195886301340295,0.25799234987210673,0.36,0.5,0.14,0.38888888888888895,5.635382837704025,0.42735042735042744,1.1739130434782608,33930732323.0,46333000000.0,12402267677.0,0.36551724138866004,5.0732526375632006,0.41268705269351635,0.732657716614936,-0.010101263350000722,0.0380495318173073,-0.003129802374820523,0.010080864411098895,0.011604413348815327,0.008054924931919148,-0.16352996087622484,0.026930883022342596,-0.14357083369716614,0.06243889554656801,0.05761008902461873,0.06391361878720825,0.07754289881260812,0.08579717293956723
AAPL,2012-04-24,2012-04-24,amc,2012-03-31,Tuesday,April,0.2965855152350329,0.2712629952233774,0.36,0.44,0.08000000000000002,0.22222222222222227,2.024487634565045,-0.16666666666666669,0.9130434782608694,31838625000.0,39186000000.0,7347375000.0,0.23076923076923078,1.9155716624514223,-0.13474801061942926,0.5886001540519723,-0.08105588215481774,-0.09432058376140806,-0.10845873573562281,0.031847009678067126,0.04213101361839863,0.03865321253432432,-0.3657322187492775,-0.1957644478559665,-0.37915307539073123,0.0887406375223545,0.08463585899498649,0.07624688897810517,0.04229949046040016,0.038997771591462005
AAPL,2012-07-24,2012-07-24,amc,2012-06-30,Tuesday,July,0.2519487194129572,0.26968927237050777,0.37,0.33,-0.03999999999999998,-0.10810810810810806,-1.0076967398740566,-0.3303303303303303,0.1785714285714286,38972962406.0,35023000000.0,-3949962406.0,-0.1013513513510046,-0.9999989390827291,-0.3321205821202354,0.2258233873508102,-0.009918522358315363,0.014176326030789221,-0.011985834752043067,0.00836118516933654,0.00743816836816601,0.006781428376448805,-0.12333192809228803,0.0408403463880584,-0.08116407754176169,-0.04318392835125473,-0.043333171960385,-0.02622626828853858,-0.00980145537304944,0.016374818943243552
AAPL,2012-10-25,2012-10-25,amc,2012-09-29,Thursday,October,0.2286325974531502,0.26665090602397323,0.31,0.31,0.0,0.0,0.0,0.10810810810810806,0.24,36256048387.0,35966000000.0,-290048387.0,-0.007999999997352165,-0.066217047408546,0.09335135135365244,0.27223204810753443,-0.036513266641834075,-0.08587274921325982,-0.02954917287857184,0.01641257749245402,0.021714982805955442,0.022936828367660787,-0.36000738873006694,-0.2989776838076931,-0.1885285537159947,-0.009089045435908938,-0.023329026219555127,-0.021327460749354987,-0.05371260783314902,-0.04088382803019952
AAPL,2013-01-23,2013-01-23,amc,2012-12-29,Wednesday,January,0.2399104784267684,0.25349298973203716,0.48,0.49,0.010000000000000009,0.020833333333333353,0.21309067726887107,0.020833333333333353,-0.020000000000000018,53128446700.0,54512000000.0,1383553300.0,0.02604166667646995,0.31237708950731075,0.034041666673822114,0.1765264498305743,0.05780803357298647,-0.03412434674105391,-0.02151087819985964,0.010444552168637334,0.032278038187900315,0.022193670011466726,0.11653698367437662,-0.2294036352494162,-0.14054265428390825,-0.12355805597290515,-0.14421915239241434,-0.12486147816350757,-0.10844162185344453,-0.1112429804093732
AAPL,2013-04-23,2013-04-23,amc,2013-03-30,Tuesday,April,0.2189528243469486,0.2346011921657678,0.36,0.36,0.0,0.0,0.0,-0.020833333333333353,-0.18181818181818188,43300201388.0,43603000000.0,302798612.0,0.0069930070136790656,0.06932476616763042,-0.019048659662790887,0.11271882815291168,-0.04718005625732302,-0.05505011994286457,-0.04883148244029267,0.016889762903520247,0.03742602592759568,0.042423114793208,-0.12623178780867766,-0.0797452003889613,-0.0798252241550623,-0.0016495492229194886,0.005540123177927514,0.02725723994243645,0.05907004086579026,0.09024215354910292
AAPL,2013-07-23,2013-07-23,amc,2013-06-29,Tuesday,July,0.19534014664666083,0.22282826851786264,0.26,0.27,0.010000000000000009,0.03846153846153849,0.20854876286120502,0.03846153846153849,-0.18181818181818177,34662757009.0,35323000000.0,660242991.0,0.01904761905778503,0.14852737232335872,0.012054612044105963,0.008565799617394232,-0.026057468916892645,0.023874935521503327,-0.007955679258004666,0.011783716971972787,0.012226160719224307,0.009556819938499638,-0.5319562842520785,-0.04205331139793462,-0.11253987762652465,0.05136151447961601,0.046564309813174276,0.052507281365590686,0.06873660948815519,0.08193499398202131
AAPL,2013-10-28,2013-10-28,amc,2013-09-28,Monday,October,0.20046968403074295,0.21670469837926393,0.28,0.3,0.019999999999999962,0.07142857142857129,0.4145780987944242,0.032967032967032794,-0.032258064516129115,36201762711.0,37472000000.0,1270237289.0,0.0350877193229609,0.2831548632072779,0.01604010026517587,0.04187287994216771,0.016341653564700298,0.08637616043550911,0.06822045645661023,0.008873318969520474,0.033410824644203814,0.023863640746589972,0.14212679543600576,0.2577430544950138,0.3441733917300385,-0.024911426349858212,-0.009398066781786785,-0.013550465575863702,-0.018588949861311432,-0.005907236609139166
AAPL,2014-01-27,2014-01-27,amc,2013-12-28,Monday,January,0.2269680869535021,0.21283162444250311,0.5,0.52,0.020000000000000018,0.040000000000000036,0.4145780987944253,-0.03142857142857125,0.061224489795918435,55924608695.0,57594000000.0,1669391305.0,0.029850746280666487,0.37025885605261505,-0.00523697304229441,0.05653800997945413,0.01818091346959272,0.01759705630867714,0.0329491993026505,0.006722610075895726,0.013850402459262827,0.01241755392766053,0.1504747976490714,0.038750076033968656,0.15499894710461093,-0.07992735081507685,-0.09037236881873822,-0.09213410598698968,-0.0906451093995867,-0.0889552866865303
